web-scraper-order,web-scraper-start-url,chaussures_enfants,chaussures_enfants-href,type_shoes,price,address,image_link-src
"1732739662-229","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2443093","Chaussures enfants","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1732739669-230","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2443671","Chaussures enfants","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_4336733_uploaded_image1_1692136230.jpg"
"1732739675-231","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2443709","Chaussures enfant","5 500 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_4336733_uploaded_image1_1692136230.jpg"
"1732739681-232","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2443725","Chaussures enfants","6 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_4336733_uploaded_image1_1692136230.jpg"
"1732739688-233","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2444525","Chaussures enfant","4 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1732739695-234","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2444887","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1732739701-235","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2447627","Chaussures enfants","Prix sur demande","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4623157_uploaded_image1_1709480174.jpg"
"1732739707-236","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2452832","Chaussures enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1732739714-237","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2456502","Chaussures enfants","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1732739720-238","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2460595","Chaussures enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1732739727-239","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2460623","Chaussures enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1732739733-240","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2472283","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1732739740-241","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2472298","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1732739746-242","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2472307","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1732739753-243","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2476339","Chaussures enfant","5 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1732739759-244","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2476350","Chaussures enfant","7 500 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1732739766-245","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2477046","Chaussures enfant","8 500 CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3934730_uploaded_image1_1666662380.jpg"
"1732739772-246","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2480204","Chaussures enfants","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1732739779-247","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2480205","Chaussures enfants","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1732739785-248","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Baskets Jordan","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-jordan-2481675","Baskets Jordan","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4928088_uploaded_image1_1725487276.jpg"
"1732739792-249","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2484004","Chaussures enfants","5 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1732739799-250","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2484015","Chaussures enfants","7 500 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1732739805-251","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2484019","Chaussures enfants","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1732739812-252","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2484023","Chaussures enfants","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1732739818-253","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2486553","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1732739825-254","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Baskets Nike Air Max","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-nike-air-max-2526613","Baskets Nike Air Max","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_2526613_uploaded_image1_1596969629.jpg"
"1732739831-255","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2530121","Chaussures enfants","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_2818578_uploaded_image1_1607458128.jpg"
"1732739837-256","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2543182","Chaussures enfant","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_4336733_uploaded_image1_1692136230.jpg"
"1732739844-257","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures Enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2584194","Chaussures Enfants","8 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3336753_uploaded_image1_1631736848.jpg"
"1732739851-258","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2594069","Chaussures enfants","Prix sur demande","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4422835_uploaded_image1_1697766757.jpg"
"1732739857-259","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2601784","Chaussures enfants","3 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1732739863-260","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2606174","Chaussures enfants","3 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1732739870-261","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2612829","Chaussures enfant","3 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1732739876-262","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures fille","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-fille-2621830","Chaussures fille","6 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4783650_uploaded_image2_1717719898.jpeg"
"1732739883-263","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures fille","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-fille-2621836","Chaussures fille","6 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4783650_uploaded_image2_1717719898.jpeg"
"1732739889-264","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures fille","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-fille-2621842","Chaussures fille","6 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4783650_uploaded_image2_1717719898.jpeg"
"1732739896-265","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures garçons","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-garcons-2621850","Chaussures garçons","6 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4783650_uploaded_image2_1717719898.jpeg"
"1732739902-266","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures garçon","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-garcon-2621852","Chaussures garçon","6 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4783650_uploaded_image2_1717719898.jpeg"
"1732739909-267","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2621862","Chaussures enfants","6 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1732739915-268","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2623386","Chaussures enfants","3 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1732739921-269","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2629141","Chaussures enfant","3 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1732739928-270","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2642974","Chaussures enfants","3 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1732739934-271","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2646040","Chaussures enfants","5 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4588141_uploaded_image1_1707596385.jpg"
"1732739941-272","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2655658","Chaussures enfant","3 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1732739947-273","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2658953","Chaussures enfant","3 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4969624_uploaded_image1_1727758825.jpg"
"1732739954-274","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2658958","Chaussures enfant","3 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4969624_uploaded_image1_1727758825.jpg"
"1732739960-275","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2671653","Chaussures enfants","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1732739966-276","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures Enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2686221","Chaussures Enfants","3 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1732739973-277","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2705566","Chaussures enfants","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_2818578_uploaded_image1_1607458128.jpg"
"1732739979-278","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures Enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2710760","Chaussures Enfant","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4656153_uploaded_image1_1711205088.jpg"
"1732739986-279","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Sandales Adidas Yeezy","https://sn.coinafrique.com/annonce/chaussures-enfants/sandales-adidas-yeezy-2717389","Sandales Adidas Yeezy","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2717389_uploaded_image1_1603638267.jpg"
